TEMPORADA        DIVISIÓN  JORNADA   LOCAL      VISITANTE      GOL LOC   GOL VISIT  
1997-1998           2ª             33 Albacete    Ourense        1-0       1-0      
1997-1998           2ª             33 Toledo      Jaén           0-0       0-0      
1997-1998           2ª             33 Villarreal  Xerez          3-0       3-0      
1997-1998           2ª             33 Rayo Valle  Elche          1-2       1-2      
1997-1998           2ª             33 Hércules    Extremadura    0-1       0-1      
1997-1998           2ª             33 Osasuna     Badajoz        1-2       1-2      
1997-1998           2ª             33 Levante     Logroñés       1-2       1-2      
1997-1998           2ª             33 Alavés      Sevilla        1-0       1-0      
1997-1998           2ª             33 Leganés     At. Madrid B   2-1       2-1      
1997-1998           2ª             34 Lleida      Las Palmas     5-2       5-2      
1997-1998           2ª             34 Ourense     Éibar          1-0       1-0      
1997-1998           2ª             34 Jaén        Albacete       1-0       1-0      
1997-1998           2ª             34 Xerez       Toledo         0-2       0-2      
1997-1998           2ª             34 Elche       Villarreal     2-2       2-2      
1997-1998           2ª             34 Extremadur  Rayo Vallecan  3-1       3-1      
1997-1998           2ª             34 Badajoz     Hércules       2-0       2-0      
1997-1998           2ª             34 Logroñés    Osasuna        0-0       0-0      
1997-1998           2ª             34 Sevilla     Levante        0-4       0-4      
1997-1998           2ª             34 At. Madrid  Alavés         0-1       0-1      
1997-1998           2ª             34 Leganés     Numancia       0-1       0-1      
1997-1998           2ª             35 Numancia    Lleida         1-0       1-0      
1997-1998           2ª             35 Las Palmas  Ourense        2-0       2-0      
1997-1998           2ª             35 Éibar       Jaén           0-0       0-0      
1997-1998           2ª             35 Albacete    Xerez          1-0       1-0      
1997-1998           2ª             35 Toledo      Elche          2-0       2-0      
1997-1998           2ª             35 Villarreal  Extremadura    0-2       0-2      
1997-1998           2ª             35 Rayo Valle  Badajoz        4-3       4-3      
1997-1998           2ª             35 Hércules    Logroñés       1-2       1-2      
1997-1998           2ª             35 Osasuna     Sevilla        3-0       3-0      
1997-1998           2ª             35 Levante     At. Madrid B   2-1       2-1      
1997-1998           2ª             35 Alavés      Leganés        3-0       3-0      
1997-1998           2ª             36 Ourense     Lleida         0-0       0-0      
1997-1998           2ª             36 Jaén        Las Palmas     1-4       1-4      
1997-1998           2ª             36 Xerez       Éibar          1-0       1-0      
1997-1998           2ª             36 Elche       Albacete       3-0       3-0      
1997-1998           2ª             36 Extremadur  Toledo         0-1       0-1      
1997-1998           2ª             36 Badajoz     Villarreal     0-0       0-0      
1997-1998           2ª             36 Logroñés    Rayo Vallecan  3-1       3-1      
1997-1998           2ª             36 Sevilla     Hércules       1-0       1-0      
1997-1998           2ª             36 At. Madrid  Osasuna        5-0       5-0      
1997-1998           2ª             36 Leganés     Levante        4-4       4-4      
1997-1998           2ª             36 Alavés      Numancia       3-0       3-0      
1997-1998           2ª             37 Numancia    Ourense        4-0       4-0      
1997-1998           2ª             37 Lleida      Jaén           1-1       1-1      
1997-1998           2ª             37 Las Palmas  Xerez          2-0       2-0      
1997-1998           2ª             37 Éibar       Elche          1-0       1-0      
1997-1998           2ª             37 Albacete    Extremadura    0-2       0-2      
1997-1998           2ª             37 Toledo      Badajoz        1-2       1-2      
1997-1998           2ª             37 Villarreal  Logroñés       2-1       2-1      
1997-1998           2ª             37 Rayo Valle  Sevilla        1-3       1-3      
1997-1998           2ª             37 Hércules    At. Madrid B   2-1       2-1      
1997-1998           2ª             37 Osasuna     Leganés        2-1       2-1      
1997-1998           2ª             37 Levante     Alavés         0-1       0-1      
1997-1998           2ª             38 Jaén        Ourense        1-1       1-1      
1997-1998           2ª             38 Xerez       Lleida         1-3       1-3      
1997-1998           2ª             38 Elche       Las Palmas     0-1       0-1      
1997-1998           2ª             38 Extremadur  Éibar          1-0       1-0      
1997-1998           2ª             38 Badajoz     Albacete       0-0       0-0      
1997-1998           2ª             38 Logroñés    Toledo         1-2       1-2      
1997-1998           2ª             38 Sevilla     Villarreal     0-0       0-0      
1997-1998           2ª             38 At. Madrid  Rayo Vallecan  1-1       1-1      
1997-1998           2ª             38 Leganés     Hércules       2-1       2-1      
1997-1998           2ª             38 Alavés      Osasuna        1-0       1-0      
1997-1998           2ª             38 Levante     Numancia       1-1       1-1      
1997-1998           2ª             39 Numancia    Jaén           2-2       2-2      
1997-1998           2ª             39 Ourense     Xerez          1-2       1-2      
1997-1998           2ª             39 Lleida      Elche          2-0       2-0      
1997-1998           2ª             39 Las Palmas  Extremadura    2-1       2-1      
1997-1998           2ª             39 Éibar       Badajoz        3-1       3-1      
1997-1998           2ª             39 Albacete    Logroñés       1-2       1-2      
1997-1998           2ª             39 Toledo      Sevilla        1-0       1-0      
1997-1998           2ª             39 Villarreal  At. Madrid B   1-1       1-1      
1997-1998           2ª             39 Rayo Valle  Leganés        1-0       1-0      
1997-1998           2ª             39 Hércules    Alavés         1-1       1-1      
1997-1998           2ª             39 Osasuna     Levante        0-1       0-1      
1997-1998           2ª             40 Xerez       Jaén           0-3       0-3      
1997-1998           2ª             40 Elche       Ourense        2-2       2-2      
1997-1998           2ª             40 Extremadur  Lleida         3-0       3-0      
1997-1998           2ª             40 Badajoz     Las Palmas     1-0       1-0      
1997-1998           2ª             40 Logroñés    Éibar          1-1       1-1      
1997-1998           2ª             40 Sevilla     Albacete       2-0       2-0      
1997-1998           2ª             40 At. Madrid  Toledo         2-1       2-1      
1997-1998           2ª             40 Leganés     Villarreal     0-2       0-2      
1997-1998           2ª             40 Alavés      Rayo Vallecan  3-0       3-0      
1997-1998           2ª             40 Levante     Hércules       0-0       0-0      
1997-1998           2ª             40 Osasuna     Numancia       0-1       0-1      
1997-1998           2ª             41 Xerez       Numancia       2-2       2-2      
1997-1998           2ª             41 Jaén        Elche          2-1       2-1      
1997-1998           2ª             41 Ourense     Extremadura    0-1       0-1      
1997-1998           2ª             41 Lleida      Badajoz        2-0       2-0      
1997-1998           2ª             41 Las Palmas  Logroñés       0-4       0-4      
1997-1998           2ª             41 Éibar       Sevilla        1-1       1-1      
1997-1998           2ª             41 Albacete    At. Madrid B   1-1       1-1      
1997-1998           2ª             41 Toledo      Leganés        3-2       3-2      
1997-1998           2ª             41 Villarreal  Alavés         2-1       2-1      
1997-1998           2ª             41 Rayo Valle  Levante        3-0       3-0      
1997-1998           2ª             41 Hércules    Osasuna        0-0       0-0      
1997-1998           2ª             42 Elche       Xerez          1-0       1-0      
1997-1998           2ª             42 Extremadur  Jaén           2-2       2-2      
1997-1998           2ª             42 Badajoz     Ourense        2-0       2-0      
1997-1998           2ª             42 Logroñés    Lleida         0-1       0-1      
1997-1998           2ª             42 Sevilla     Las Palmas     1-1       1-1      
1997-1998           2ª             42 At. Madrid  Éibar          2-0       2-0      
1997-1998           2ª             42 Leganés     Albacete       0-2       0-2      
1997-1998           2ª             42 Alavés      Toledo         3-0       3-0      
1997-1998           2ª             42 Levante     Villarreal     1-2       1-2      
1997-1998           2ª             42 Osasuna     Rayo Vallecan  1-3       1-3      
1997-1998           2ª             42 Numancia    Hércules       0-0       0-0      
1997-1998         Promoció n 1ª/2ª    Villarreal  Compostela     0-0       0-0      
1997-1998         Promoció n 1ª/2ª    Compostela  Villarreal     1-1       1-1      
1997-1998         Promoció n 1ª/2ª    Oviedo      Las Palmas     3-0       3-0      
1997-1998         Promoció n 1ª/2ª    Las Palmas  Oviedo         3-1       3-1      
1998-1999           1ª              1 Real Socie  Oviedo         3-3       3-3      
1998-1999           1ª              1 Espanyol    Tenerife       2-1       2-1      
1998-1999           1ª              1 Salamanca   Mallorca       0-0       0-0      
1998-1999           1ª              1 Valencia    At. Madrid     1-0       1-0      
1998-1999           1ª              1 Celta       Dptivo. Coruñ  0-0       0-0      
1998-1999           1ª              1 Real Madri  Villarreal     4-1       4-1      
1998-1999           1ª              1 Extremadur  Valladolid     0-0       0-0      
1998-1999           1ª              1 Rac. Santa  Barcelona      0-0       0-0      
1998-1999           1ª              1 Zaragoza    Ath. Bilbao    2-0       2-0      
1998-1999           1ª              1 Alavés      Betis          0-0       0-0      
1998-1999           1ª              2 Oviedo      Alavés         1-0       1-0      
1998-1999           1ª              2 Tenerife    Real Sociedad  2-2       2-2      
1998-1999           1ª              2 Mallorca    Espanyol       2-0       2-0      
1998-1999           1ª              2 At. Madrid  Salamanca      2-0       2-0      
1998-1999           1ª              2 Dptivo. Co  Valencia       1-0       1-0      
1998-1999           1ª              2 Villarreal  Celta          1-1       1-1      
1998-1999           1ª              2 Valladolid  Real Madrid    0-1       0-1      
1998-1999           1ª              2 Barcelona   Extremadura    1-0       1-0      
1998-1999           1ª              2 Ath. Bilba  Rac. Santande  2-0       2-0      
1998-1999           1ª              2 Betis       Zaragoza       1-3       1-3      
1998-1999           1ª              3 Oviedo      Tenerife       0-1       0-1      
1998-1999           1ª              3 Real Socie  Mallorca       0-1       0-1      
1998-1999           1ª              3 Espanyol    At. Madrid     1-1       1-1      
1998-1999           1ª              3 Salamanca   Dptivo. Coruñ  3-1       3-1      
1998-1999           1ª              3 Valencia    Villarreal     1-0       1-0      
1998-1999           1ª              3 Celta       Valladolid     0-0       0-0      
1998-1999           1ª              3 Real Madri  Barcelona      2-2       2-2      
1998-1999           1ª              3 Extremadur  Ath. Bilbao    0-1       0-1      
1998-1999           1ª              3 Rac. Santa  Betis          1-0       1-0      
1998-1999           1ª              3 Alavés      Zaragoza       1-0       1-0      
1998-1999           1ª              4 Tenerife    Alavés         1-2       1-2      
1998-1999           1ª              4 Mallorca    Oviedo         0-0       0-0      
1998-1999           1ª              4 At. Madrid  Real Sociedad  4-1       4-1      
1998-1999           1ª              4 Dptivo. Co  Espanyol       1-0       1-0      
1998-1999           1ª              4 Villarreal  Salamanca      5-0       5-0      
1998-1999           1ª              4 Valladolid  Valencia       3-1       3-1      
1998-1999           1ª              4 Barcelona   Celta          2-2       2-2      
1998-1999           1ª              4 Ath. Bilba  Real Madrid    2-3       2-3      
1998-1999           1ª              4 Betis       Extremadura    1-1       1-1      
1998-1999           1ª              4 Zaragoza    Rac. Santande  3-1       3-1      
1998-1999           1ª              5 Tenerife    Mallorca       1-1       1-1      
1998-1999           1ª              5 Oviedo      At. Madrid     3-1       3-1      
1998-1999           1ª              5 Real Socie  Dptivo. Coruñ  2-0       2-0      
1998-1999           1ª              5 Espanyol    Villarreal     1-1       1-1      
1998-1999           1ª              5 Salamanca   Valladolid     1-0       1-0      
1998-1999           1ª              5 Valencia    Barcelona      1-3       1-3      
1998-1999           1ª              5 Celta       Ath. Bilbao    3-2       3-2      
1998-1999           1ª              5 Real Madri  Betis          0-1       0-1      
1998-1999           1ª              5 Extremadur  Zaragoza       0-2       0-2      
1998-1999           1ª              5 Alavés      Rac. Santande  0-1       0-1      
1998-1999           1ª              6 Mallorca    Alavés         2-1       2-1      
1998-1999           1ª              6 At. Madrid  Tenerife       2-0       2-0      
1998-1999           1ª              6 Dptivo. Co  Oviedo         4-0       4-0      
1998-1999           1ª              6 Villarreal  Real Sociedad  1-1       1-1      
1998-1999           1ª              6 Valladolid  Espanyol       2-1       2-1      
1998-1999           1ª              6 Barcelona   Salamanca      1-1       1-1      
1998-1999           1ª              6 Ath. Bilba  Valencia       2-0       2-0      
1998-1999           1ª              6 Betis       Celta          0-3       0-3      
1998-1999           1ª              6 Zaragoza    Real Madrid    3-4       3-4      
1998-1999           1ª              6 Rac. Santa  Extremadura    3-1       3-1      
1998-1999           1ª              7 Mallorca    At. Madrid     4-0       4-0      
1998-1999           1ª              7 Tenerife    Dptivo. Coruñ  1-1       1-1      
1998-1999           1ª              7 Oviedo      Villarreal     0-0       0-0      
1998-1999           1ª              7 Real Socie  Valladolid     1-0       1-0      
1998-1999           1ª              7 Espanyol    Barcelona      1-2       1-2      
1998-1999           1ª              7 Salamanca   Ath. Bilbao    2-1       2-1      
1998-1999           1ª              7 Valencia    Betis          5-1       5-1      
1998-1999           1ª              7 Celta       Zaragoza       2-0       2-0      
1998-1999           1ª              7 Real Madri  Rac. Santande  2-2       2-2      
1998-1999           1ª              7 Alavés      Extremadura    0-1       0-1      
1998-1999           1ª              8 At. Madrid  Alavés         3-0       3-0      
1998-1999           1ª              8 Dptivo. Co  Mallorca       1-1       1-1      
1998-1999           1ª              8 Villarreal  Tenerife       2-5       2-5      
1998-1999           1ª              8 Valladolid  Oviedo         2-1       2-1      
1998-1999           1ª              8 Barcelona   Real Sociedad  4-1       4-1      
1998-1999           1ª              8 Ath. Bilba  Espanyol       2-2       2-2      
1998-1999           1ª              8 Betis       Salamanca      1-0       1-0      
1998-1999           1ª              8 Zaragoza    Valencia       1-4       1-4      
1998-1999           1ª              8 Rac. Santa  Celta          2-2       2-2      
1998-1999           1ª              8 Extremadur  Real Madrid    1-5       1-5      
1998-1999           1ª              9 At. Madrid  Dptivo. Coruñ  1-1       1-1      
1998-1999           1ª              9 Mallorca    Villarreal     1-0       1-0      
1998-1999           1ª              9 Tenerife    Valladolid     2-2       2-2      
1998-1999           1ª              9 Oviedo      Barcelona      2-1       2-1      
1998-1999           1ª              9 Real Socie  Ath. Bilbao    3-1       3-1      
1998-1999           1ª              9 Espanyol    Betis          1-0       1-0      
1998-1999           1ª              9 Salamanca   Zaragoza       1-2       1-2      
1998-1999           1ª              9 Valencia    Rac. Santande  3-0       3-0      
1998-1999           1ª              9 Celta       Extremadura    5-1       5-1      
1998-1999           1ª              9 Alavés      Real Madrid    1-1       1-1      
1998-1999           1ª             10 Dptivo. Co  Alavés         2-2       2-2      
1998-1999           1ª             10 Villarreal  At. Madrid     2-1       2-1      
1998-1999           1ª             10 Valladolid  Mallorca       1-0       1-0      
1998-1999           1ª             10 Barcelona   Tenerife       4-1       4-1      
1998-1999           1ª             10 Ath. Bilba  Oviedo         3-5       3-5      
1998-1999           1ª             10 Betis       Real Sociedad  1-0       1-0      
1998-1999           1ª             10 Zaragoza    Espanyol       0-3       0-3      
1998-1999           1ª             10 Rac. Santa  Salamanca      4-1       4-1      
1998-1999           1ª             10 Extremadur  Valencia       1-0       1-0      
1998-1999           1ª             10 Real Madri  Celta          1-2       1-2      
1998-1999           1ª             11 Dptivo. Co  Villarreal     2-1       2-1      
1998-1999           1ª             11 At. Madrid  Valladolid     6-1       6-1      
1998-1999           1ª             11 Mallorca    Barcelona      1-0       1-0      
1998-1999           1ª             11 Tenerife    Ath. Bilbao    0-1       0-1      
1998-1999           1ª             11 Oviedo      Betis          0-1       0-1      
1998-1999           1ª             11 Real Socie  Zaragoza       0-0       0-0      
1998-1999           1ª             11 Espanyol    Rac. Santande  1-1       1-1      
1998-1999           1ª             11 Salamanca   Extremadura    2-1       2-1      
1998-1999           1ª             11 Valencia    Real Madrid    3-1       3-1      
1998-1999           1ª             11 Alavés      Celta          2-0       2-0      
1998-1999           1ª             12 Villarreal  Alavés         2-0       2-0      
1998-1999           1ª             12 Valladolid  Dptivo. Coruñ  0-1       0-1      
1998-1999           1ª             12 Barcelona   At. Madrid     0-1       0-1      
1998-1999           1ª             12 Ath. Bilba  Mallorca       1-0       1-0      
1998-1999           1ª             12 Betis       Tenerife       1-0       1-0      
1998-1999           1ª             12 Zaragoza    Oviedo         1-0       1-0      
1998-1999           1ª             12 Rac. Santa  Real Sociedad  0-1       0-1      
1998-1999           1ª             12 Extremadur  Espanyol       1-0       1-0      
1998-1999           1ª             12 Real Madri  Salamanca      3-1       3-1      
1998-1999           1ª             12 Celta       Valencia       2-2       2-2      
1998-1999           1ª             13 Villarreal  Valladolid     2-1       2-1      
1998-1999           1ª             13 Dptivo. Co  Barcelona      2-1       2-1      
1998-1999           1ª             13 At. Madrid  Ath. Bilbao    0-0       0-0      
1998-1999           1ª             13 Mallorca    Betis          1-0       1-0      
1998-1999           1ª             13 Tenerife    Zaragoza       1-1       1-1      
1998-1999           1ª             13 Oviedo      Rac. Santande  1-0       1-0      
1998-1999           1ª             13 Real Socie  Extremadura    2-0       2-0      
1998-1999           1ª             13 Espanyol    Real Madrid    0-0       0-0      
1998-1999           1ª             13 Salamanca   Celta          1-1       1-1      
1998-1999           1ª             13 Alavés      Valencia       0-1       0-1      
1998-1999           1ª             14 Valladolid  Alavés         3-0       3-0      
1998-1999           1ª             14 Barcelona   Villarreal     1-3       1-3      
1998-1999           1ª             14 Ath. Bilba  Dptivo. Coruñ  2-1       2-1      
1998-1999           1ª             14 Betis       At. Madrid     0-0       0-0      
1998-1999           1ª             14 Zaragoza    Mallorca       0-1       0-1      
1998-1999           1ª             14 Rac. Santa  Tenerife       0-0       0-0      
1998-1999           1ª             14 Extremadur  Oviedo         0-1       0-1      
1998-1999           1ª             14 Real Madri  Real Sociedad  3-2       3-2      
1998-1999           1ª             14 Celta       Espanyol       2-0       2-0      
1998-1999           1ª             14 Valencia    Salamanca      1-0       1-0      
1998-1999           1ª             15 Valladolid  Barcelona      0-1       0-1      
1998-1999           1ª             15 Villarreal  Ath. Bilbao    0-1       0-1      
1998-1999           1ª             15 Dptivo. Co  Betis          2-2       2-2      
1998-1999           1ª             15 At. Madrid  Zaragoza       0-0       0-0      
1998-1999           1ª             15 Mallorca    Rac. Santande  1-1       1-1      
1998-1999           1ª             15 Tenerife    Extremadura    1-1       1-1      
1998-1999           1ª             15 Oviedo      Real Madrid    1-0       1-0      
1998-1999           1ª             15 Real Socie  Celta          2-0       2-0      
1998-1999           1ª             15 Espanyol    Valencia       2-1       2-1      
1998-1999           1ª             15 Alavés      Salamanca      1-0       1-0      
1998-1999           1ª             16 Barcelona   Alavés         7-1       7-1      
1998-1999           1ª             16 Ath. Bilba  Valladolid     2-1       2-1      
1998-1999           1ª             16 Betis       Villarreal     4-1       4-1      
1998-1999           1ª             16 Zaragoza    Dptivo. Coruñ  3-1       3-1      
1998-1999           1ª             16 Rac. Santa  At. Madrid     2-3       2-3      
1998-1999           1ª             16 Extremadur  Mallorca       1-0       1-0      
1998-1999           1ª             16 Real Madri  Tenerife       4-0       4-0      
1998-1999           1ª             16 Celta       Oviedo         6-2       6-2      
1998-1999           1ª             16 Valencia    Real Sociedad  2-0       2-0      
1998-1999           1ª             16 Salamanca   Espanyol       2-3       2-3      
1998-1999           1ª             17 Barcelona   Ath. Bilbao    4-2       4-2      
1998-1999           1ª             17 Valladolid  Betis          0-3       0-3      
1998-1999           1ª             17 Villarreal  Zaragoza       1-1       1-1      
1998-1999           1ª             17 Dptivo. Co  Rac. Santande  1-2       1-2      
1998-1999           1ª             17 At. Madrid  Extremadura    5-0       5-0      
1998-1999           1ª             17 Mallorca    Real Madrid    2-1       2-1      
1998-1999           1ª             17 Tenerife    Celta          0-2       0-2      
1998-1999           1ª             17 Oviedo      Valencia       2-2       2-2      
1998-1999           1ª             17 Real Socie  Salamanca      4-0       4-0      
1998-1999           1ª             17 Alavés      Espanyol       1-1       1-1      
1998-1999           1ª             18 Alavés      Ath. Bilbao    1-2       1-2      
1998-1999           1ª             18 Betis       Barcelona      0-3       0-3      
1998-1999           1ª             18 Zaragoza    Valladolid     2-0       2-0      
1998-1999           1ª             18 Rac. Santa  Villarreal     1-2       1-2      
1998-1999           1ª             18 Extremadur  Dptivo. Coruñ  1-2       1-2      
1998-1999           1ª             18 Real Madri  At. Madrid     4-2       4-2      
1998-1999           1ª             18 Celta       Mallorca       4-2       4-2      
1998-1999           1ª             18 Valencia    Tenerife       1-1       1-1      
1998-1999           1ª             18 Salamanca   Oviedo         1-1       1-1      
1998-1999           1ª             18 Espanyol    Real Sociedad  0-0       0-0      
1998-1999           1ª             19 Ath. Bilba  Betis          0-0       0-0      
1998-1999           1ª             19 Barcelona   Zaragoza       3-1       3-1      
1998-1999           1ª             19 Valladolid  Rac. Santande  0-0       0-0      
1998-1999           1ª             19 Villarreal  Extremadura    1-1       1-1      
1998-1999           1ª             19 Dptivo. Co  Real Madrid    4-0       4-0      
1998-1999           1ª             19 At. Madrid  Celta          2-1       2-1      
1998-1999           1ª             19 Mallorca    Valencia       0-1       0-1      
1998-1999           1ª             19 Tenerife    Salamanca      1-0       1-0      
1998-1999           1ª             19 Oviedo      Espanyol       1-1       1-1      
1998-1999           1ª             19 Real Socie  Alavés         2-1       2-1      
1998-1999           1ª             20 Oviedo      Real Sociedad  2-1       2-1      
1998-1999           1ª             20 Tenerife    Espanyol       0-0       0-0      
1998-1999           1ª             20 Mallorca    Salamanca      1-0       1-0      
1998-1999           1ª             20 At. Madrid  Valencia       1-2       1-2      
1998-1999           1ª             20 Dptivo. Co  Celta          2-1       2-1      
1998-1999           1ª             20 Villarreal  Real Madrid    0-2       0-2      
1998-1999           1ª             20 Valladolid  Extremadura    0-0       0-0      
1998-1999           1ª             20 Barcelona   Rac. Santande  3-2       3-2      
1998-1999           1ª             20 Ath. Bilba  Zaragoza       2-0       2-0      
1998-1999           1ª             20 Betis       Alavés         1-0       1-0      
1998-1999           1ª             21 Alavés      Oviedo         2-2       2-2      
1998-1999           1ª             21 Real Socie  Tenerife       1-1       1-1      
1998-1999           1ª             21 Espanyol    Mallorca       1-0       1-0      
1998-1999           1ª             21 Salamanca   At. Madrid     2-1       2-1      
1998-1999           1ª             21 Valencia    Dptivo. Coruñ  0-0       0-0      
1998-1999           1ª             21 Celta       Villarreal     4-1       4-1      
1998-1999           1ª             21 Real Madri  Valladolid     3-2       3-2      
1998-1999           1ª             21 Extremadur  Barcelona      1-2       1-2      
1998-1999           1ª             21 Rac. Santa  Ath. Bilbao    2-0       2-0      
1998-1999           1ª             21 Zaragoza    Betis          2-2       2-2      
1998-1999           1ª             22 Tenerife    Oviedo         0-2       0-2      
1998-1999           1ª             22 Mallorca    Real Sociedad  1-0       1-0      
1998-1999           1ª             22 At. Madrid  Espanyol       1-2       1-2      
1998-1999           1ª             22 Dptivo. Co  Salamanca      1-0       1-0      
1998-1999           1ª             22 Villarreal  Valencia       1-0       1-0      
1998-1999           1ª             22 Valladolid  Celta          2-1       2-1      
1998-1999           1ª             22 Barcelona   Real Madrid    3-0       3-0      
1998-1999           1ª             22 Ath. Bilba  Extremadura    0-0       0-0      
1998-1999           1ª             22 Betis       Rac. Santande  1-1       1-1      
1998-1999           1ª             22 Zaragoza    Alavés         1-1       1-1      
1998-1999           1ª             23 Alavés      Tenerife       3-1       3-1      
1998-1999           1ª             23 Oviedo      Mallorca       1-3       1-3      
1998-1999           1ª             23 Real Socie  At. Madrid     3-2       3-2      
1998-1999           1ª             23 Espanyol    Dptivo. Coruñ  2-2       2-2      
1998-1999           1ª             23 Salamanca   Villarreal     1-0       1-0      
1998-1999           1ª             23 Valencia    Valladolid     0-1       0-1      
1998-1999           1ª             23 Celta       Barcelona      0-0       0-0      
1998-1999           1ª             23 Real Madri  Ath. Bilbao    0-1       0-1      
1998-1999           1ª             23 Extremadur  Betis          2-1       2-1      
1998-1999           1ª             23 Rac. Santa  Zaragoza       2-4       2-4      
1998-1999           1ª             24 Mallorca    Tenerife       1-1       1-1      
1998-1999           1ª             24 At. Madrid  Oviedo         0-0       0-0      
1998-1999           1ª             24 Dptivo. Co  Real Sociedad  0-1       0-1      
1998-1999           1ª             24 Villarreal  Espanyol       2-2       2-2      
1998-1999           1ª             24 Valladolid  Salamanca      4-1       4-1      
1998-1999           1ª             24 Barcelona   Valencia       2-4       2-4      
1998-1999           1ª             24 Ath. Bilba  Celta          0-0       0-0      
1998-1999           1ª             24 Betis       Real Madrid    3-2       3-2      
1998-1999           1ª             24 Zaragoza    Extremadura    3-1       3-1      
1998-1999           1ª             24 Rac. Santa  Alavés         2-0       2-0      
1998-1999           1ª             25 Alavés      Mallorca       2-0       2-0      
1998-1999           1ª             25 Tenerife    At. Madrid     1-0       1-0      
1998-1999           1ª             25 Oviedo      Dptivo. Coruñ  1-2       1-2      
1998-1999           1ª             25 Real Socie  Villarreal     1-1       1-1      
1998-1999           1ª             25 Espanyol    Valladolid     0-2       0-2      
1998-1999           1ª             25 Salamanca   Barcelona      1-4       1-4      
1998-1999           1ª             25 Valencia    Ath. Bilbao    4-1       4-1      
1998-1999           1ª             25 Celta       Betis          4-0       4-0      
1998-1999           1ª             25 Real Madri  Zaragoza       3-2       3-2      
1998-1999           1ª             25 Extremadur  Rac. Santande  0-3       0-3      
1998-1999           1ª             26 At. Madrid  Mallorca       1-2       1-2      
1998-1999           1ª             26 Dptivo. Co  Tenerife       2-0       2-0      
1998-1999           1ª             26 Villarreal  Oviedo         0-0       0-0      
1998-1999           1ª             26 Valladolid  Real Sociedad  0-0       0-0      
1998-1999           1ª             26 Barcelona   Espanyol       3-0       3-0      
1998-1999           1ª             26 Ath. Bilba  Salamanca      1-0       1-0      
1998-1999           1ª             26 Betis       Valencia       0-1       0-1      
1998-1999           1ª             26 Zaragoza    Celta          0-1       0-1      
1998-1999           1ª             26 Rac. Santa  Real Madrid    1-3       1-3      
1998-1999           1ª             26 Extremadur  Alavés         1-0       1-0      
1998-1999           1ª             27 Alavés      At. Madrid     2-0       2-0      
1998-1999           1ª             27 Mallorca    Dptivo. Coruñ  1-2       1-2      
1998-1999           1ª             27 Tenerife    Villarreal     2-2       2-2      
1998-1999           1ª             27 Oviedo      Valladolid     0-0       0-0      
1998-1999           1ª             27 Real Socie  Barcelona      0-2       0-2      
1998-1999           1ª             27 Espanyol    Ath. Bilbao    1-1       1-1      
1998-1999           1ª             27 Salamanca   Betis          1-3       1-3      
1998-1999           1ª             27 Valencia    Zaragoza       1-1       1-1      
1998-1999           1ª             27 Celta       Rac. Santande  3-0       3-0      
1998-1999           1ª             27 Real Madri  Extremadura    2-0       2-0      
1998-1999           1ª             28 Dptivo. Co  At. Madrid     1-1       1-1      
1998-1999           1ª             28 Villarreal  Mallorca       0-2       0-2      
1998-1999           1ª             28 Valladolid  Tenerife       2-1       2-1      
1998-1999           1ª             28 Barcelona   Oviedo         3-1       3-1      
1998-1999           1ª             28 Ath. Bilba  Real Sociedad  0-0       0-0      
1998-1999           1ª             28 Betis       Espanyol       0-1       0-1      
1998-1999           1ª             28 Zaragoza    Salamanca      2-0       2-0      
1998-1999           1ª             28 Rac. Santa  Valencia       0-1       0-1      
1998-1999           1ª             28 Extremadur  Celta          1-1       1-1      
1998-1999           1ª             28 Real Madri  Alavés         3-2       3-2      
1998-1999           1ª             29 Alavés      Dptivo. Coruñ  2-1       2-1      
1998-1999           1ª             29 At. Madrid  Villarreal     2-2       2-2      
1998-1999           1ª             29 Mallorca    Valladolid     1-0       1-0      
1998-1999           1ª             29 Tenerife    Barcelona      2-3       2-3      
1998-1999           1ª             29 Oviedo      Ath. Bilbao    0-0       0-0      
1998-1999           1ª             29 Real Socie  Betis          1-0       1-0      
1998-1999           1ª             29 Espanyol    Zaragoza       2-1       2-1      
1998-1999           1ª             29 Salamanca   Rac. Santande  1-2       1-2      
1998-1999           1ª             29 Valencia    Extremadura    1-1       1-1      
1998-1999           1ª             29 Celta       Real Madrid    5-1       5-1      
1998-1999           1ª             30 Villarreal  Dptivo. Coruñ  1-2       1-2      
1998-1999           1ª             30 Valladolid  At. Madrid     1-0       1-0      
1998-1999           1ª             30 Barcelona   Mallorca       2-1       2-1      
1998-1999           1ª             30 Ath. Bilba  Tenerife       2-0       2-0      
1998-1999           1ª             30 Betis       Oviedo         5-0       5-0      
1998-1999           1ª             30 Zaragoza    Real Sociedad  1-1       1-1      
1998-1999           1ª             30 Rac. Santa  Espanyol       0-2       0-2      
1998-1999           1ª             30 Extremadur  Salamanca      1-1       1-1      
1998-1999           1ª             30 Real Madri  Valencia       3-1       3-1      
1998-1999           1ª             30 Celta       Alavés         1-1       1-1      
1998-1999           1ª             31 Alavés      Villarreal     2-1       2-1      
1998-1999           1ª             31 Dptivo. Co  Valladolid     3-0       3-0      
1998-1999           1ª             31 At. Madrid  Barcelona      1-1       1-1      
1998-1999           1ª             31 Mallorca    Ath. Bilbao    6-1       6-1      
1998-1999           1ª             31 Tenerife    Betis          3-2       3-2      
